time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.0,0,52.188472,5.986998,16.3,,0
1,0,1,0.0,0.0,0,52.188453,5.98702,16.2,,0
2,0,1,3.22,3.18,0,52.188434,5.987043,16.2,,0
3,0,1,6.08,2.99,0,52.188414,5.987066,16.1,,0
4,0,1,8.66,2.73,0,52.188394,5.987088,16.1,,0
5,0,1,11.55,2.76,1,52.188373,5.987111,16.1,,0
6,0,1,14.45,2.79,1,52.188352,5.987134,16.0,,0
7,0,1,17.29,2.78,1,52.188331,5.987158,16.0,,0
8,0,1,20.29,2.6,1,52.188309,5.987181,16.0,,0
9,0,1,23.32,2.95,2,52.188286,5.987204,15.9,,0
10,0,1,26.33,2.96,2,52.188263,5.987227,15.9,,0
11,0,1,29.39,2.97,2,52.18824,5.98725,15.9,,7
12,0,1,32.45,2.98,3,52.188217,5.987273,15.9,,2
13,0,1,35.47,2.99,3,52.188193,5.987295,15.8,,1
14,0,1,38.61,2.78,3,52.188169,5.987318,15.8,,2
15,0,1,41.74,3.16,3,52.188145,5.98734,15.8,,2
16,0,1,44.84,3.07,4,52.18812,5.987362,15.7,,0
17,0,1,48.03,3.12,4,52.188095,5.987384,15.7,,2
18,0,1,51.22,3.17,4,52.18807,5.987405,15.7,,2
19,0,1,54.38,3.11,5,52.188045,5.987426,15.7,,1
20,0,1,57.63,2.92,5,52.188019,5.987447,15.6,,0
21,0,1,60.9,3.3,5,52.187994,5.987467,15.6,,2
22,0,1,64.14,3.25,5,52.187968,5.987487,15.6,,0
23,0,1,67.39,3.05,6,52.187942,5.987506,15.5,,0
24,0,1,70.64,3.16,6,52.187916,5.987524,15.5,,1
25,0,1,73.89,3.13,6,52.18789,5.987543,15.4,,0
26,0,1,77.14,3.09,7,52.187864,5.98756,15.4,,2
27,0,1,80.39,3.15,7,52.187838,5.987577,15.3,,2
28,0,1,83.64,3.12,7,52.187812,5.987593,15.3,,0
29,0,1,86.89,3.08,8,52.187786,5.987609,15.2,,2
30,0,1,90.14,3.11,8,52.18776,5.987623,15.2,,1
31,0,1,93.39,3.08,8,52.187734,5.987638,15.1,,0
32,0,1,96.64,3.05,8,52.187707,5.987651,15.1,,2
33,0,1,99.89,3.08,9,52.187681,5.987665,15.0,,2
34,0,1,103.14,3.07,9,52.187654,5.987678,15.0,,2
35,0,1,106.38,3.04,9,52.187627,5.98769,14.9,,2
36,0,1,109.63,3.09,10,52.1876,5.987703,14.9,,2
37,0,1,112.87,3.06,10,52.187573,5.987715,14.8,,0
38,0,1,116.12,3.03,10,52.187545,5.987727,14.8,,2
39,0,1,119.36,3.07,10,52.187517,5.987739,14.7,,2
40,0,1,122.6,3.06,11,52.18749,5.987751,14.7,,0
41,0,1,125.84,3.05,11,52.187462,5.987762,14.7,,3
42,0,1,129.08,3.09,11,52.187435,5.987773,14.7,,2
43,0,1,132.32,3.08,12,52.187409,5.987784,14.7,,0
44,0,1,135.56,3.07,12,52.187383,5.987795,14.7,,1
45,0,1,138.8,3.06,12,52.187359,5.987804,14.7,,2
46,0,1,142.04,3.04,13,52.187335,5.987814,14.7,,0
47,0,1,145.28,3.0,13,52.187313,5.987823,14.7,,2
48,0,1,148.52,2.98,13,52.187293,5.987831,14.7,,2
49,0,1,151.75,2.95,13,52.187273,5.987838,14.7,,1
50,0,1,154.99,2.91,14,52.187252,5.987846,14.7,,2
51,0,1,155.45,2.91,14,52.18723,5.987854,14.7,,2
52,0,1,158.14,2.9,14,52.187206,5.987863,14.7,,2
53,0,1,161.21,2.88,14,52.187184,5.987872,14.7,,2
54,0,1,163.95,2.87,15,52.187161,5.987882,14.7,,2
55,0,1,163.95,2.86,15,52.187138,5.987892,14.7,,0
56,0,1,163.95,2.85,15,52.187115,5.987902,14.7,,1
57,0,1,166.62,2.86,15,52.18709,5.987912,14.7,,2
58,0,1,169.38,2.85,15,52.187064,5.987922,14.8,,1
59,0,1,169.38,2.84,15,52.187037,5.987932,14.8,,2
60,0,1,169.38,2.85,15,52.18701,5.987942,14.8,,2
61,0,1,172.4,2.85,15,52.186982,5.987953,14.8,,0
62,0,1,176.24,2.84,16,52.186954,5.987964,14.8,,3
63,0,1,179.83,2.86,16,52.186926,5.987975,14.8,,2
64,0,1,180.08,2.86,16,52.186898,5.987986,14.8,,2
65,0,1,183.57,2.86,16,52.186872,5.987997,14.9,,2
66,0,1,186.98,2.86,17,52.186845,5.988009,14.9,,2
67,0,1,189.55,2.87,17,52.18682,5.98802,14.9,,1
68,0,1,192.73,2.86,17,52.186795,5.988032,14.9,,2
69,0,1,194.64,2.86,17,52.186771,5.988044,14.9,,2
70,0,2,197.38,2.87,18,52.186747,5.988056,14.9,,2
71,0,2,200.66,2.86,18,52.186722,5.988068,15.0,,0
72,0,2,204.15,2.86,18,52.186698,5.98808,15.0,,2
73,0,2,207.02,2.87,19,52.186674,5.988091,15.0,,1
74,0,2,209.31,2.86,19,52.186649,5.988103,15.0,,2
75,0,2,212.79,2.87,19,52.186624,5.988114,15.1,,2
76,0,2,215.59,2.87,19,52.186599,5.988125,15.1,,2
77,0,2,219.07,2.87,20,52.186573,5.988135,15.1,,2
78,0,2,222.46,2.87,20,52.186547,5.988146,15.1,,1
79,0,2,223.58,2.87,20,52.18652,5.988156,15.2,,1
80,0,2,227.24,2.87,20,52.186493,5.988167,15.2,,1
81,0,2,230.7,2.87,21,52.186466,5.988177,15.2,,2
82,0,2,233.69,2.87,21,52.186439,5.988187,15.3,,1
83,0,2,237.72,2.87,21,52.186411,5.988197,15.3,,1
84,0,2,238.24,2.87,21,52.186384,5.988207,15.3,,2
85,0,2,241.47,2.88,22,52.186356,5.988217,15.4,,1
86,0,2,245.72,2.88,22,52.186328,5.988227,15.4,,2
87,0,2,249.0,2.88,22,52.186301,5.988237,15.4,,2
88,0,2,252.1,2.88,23,52.186273,5.988247,15.5,,0
89,0,2,253.71,2.88,23,52.186245,5.988257,15.5,,1
90,0,2,257.04,2.88,23,52.186218,5.988268,15.5,,2
91,0,2,260.07,2.88,23,52.18619,5.988278,15.6,,2
92,0,2,264.02,2.88,24,52.186163,5.988289,15.6,,2
93,0,2,267.46,2.89,24,52.186136,5.9883,15.6,,2
94,0,2,269.28,2.89,24,52.18611,5.988311,15.7,,1
95,0,2,273.16,2.89,24,52.186083,5.988323,15.7,,2
96,0,2,276.51,2.89,25,52.186057,5.988335,15.7,,2
97,0,2,279.85,2.89,25,52.186031,5.988347,15.8,,2
98,0,2,283.57,2.89,25,52.186006,5.988359,15.8,,1
99,0,2,284.81,2.89,25,52.18598,5.988372,15.8,,2
100,0,2,287.86,2.89,26,52.185955,5.988385,15.8,,0
101,0,2,291.06,2.89,26,52.18593,5.988399,15.8,,2
102,0,2,293.96,2.89,26,52.185905,5.988413,15.8,,3
103,0,2,297.25,2.89,27,52.18588,5.988427,15.8,,1
104,0,2,300.07,2.89,27,52.185855,5.988442,15.8,,2
105,0,2,302.87,2.89,27,52.18583,5.988457,15.9,,1
106,0,2,306.06,2.89,27,52.185806,5.988472,15.9,,0
107,0,2,309.42,2.89,28,52.185782,5.988486,15.9,,2
108,0,2,312.01,2.89,28,52.185758,5.9885,16.0,,1
109,0,2,314.47,2.89,28,52.185735,5.988514,16.0,,0
110,0,2,317.74,2.89,28,52.185712,5.988526,16.1,,1
111,0,2,320.04,2.89,29,52.18569,5.988538,16.1,,2
112,0,2,322.92,2.89,29,52.185668,5.988548,16.1,,1
113,0,2,326.2,2.89,29,52.185647,5.988558,16.2,,2
114,0,2,328.27,2.89,29,52.185626,5.988568,16.2,,2
115,0,2,330.69,2.89,30,52.185606,5.988578,16.3,,2
116,0,2,333.25,2.89,30,52.185586,5.98859,16.3,,1
117,0,2,335.21,2.89,30,52.185566,5.988603,16.3,,2
118,0,2,337.58,2.88,30,52.185548,5.988617,16.3,,0
119,0,2,341.21,2.88,31,52.18553,5.988631,16.4,,0
120,0,2,343.55,2.88,31,52.185513,5.988646,16.4,,3
121,0,2,345.93,2.88,31,52.185496,5.988659,16.4,,0
122,0,2,347.99,2.87,31,52.185481,5.988672,16.4,,0
123,0,2,349.87,2.86,32,52.185467,5.988683,16.5,,0
124,0,2,352.08,2.84,32,52.185453,5.988694,16.5,,0
125,0,2,354.22,2.79,32,52.185439,5.988704,16.5,,0
126,0,2,355.74,2.71,32,52.185426,5.988714,16.5,,0
127,0,2,357.48,2.53,32,52.185413,5.988723,16.5,,0
128,0,2,359.37,2.33,32,52.185399,5.988731,16.6,,0
129,0,2,361.7,2.17,33,52.185386,5.988739,16.6,,0
130,0,2,363.66,2.0,33,52.185372,5.988746,16.6,,0
131,0,2,365.62,1.86,33,52.185357,5.988753,16.6,,0
132,0,2,367.49,1.8,33,52.185342,5.98876,16.7,,0
133,0,2,369.65,1.75,33,52.185325,5.988767,16.7,,0
134,0,2,370.51,1.74,33,52.185308,5.988774,16.7,,7
135,0,2,372.77,1.78,34,52.185289,5.988781,16.8,,2
136,0,2,374.93,1.78,34,52.185268,5.988789,16.8,,1
137,0,2,377.24,1.78,34,52.185246,5.988797,16.9,,1
138,0,2,379.55,1.78,34,52.185221,5.988806,16.9,,2
139,0,2,380.08,1.78,34,52.185195,5.988816,17.0,,1
140,0,2,383.59,1.78,35,52.185167,5.988826,17.0,,2
141,0,2,386.54,1.78,35,52.185139,5.988836,17.1,,2
142,0,2,389.27,1.78,35,52.185111,5.988846,17.1,,0
143,0,2,392.06,1.78,35,52.185085,5.988855,17.2,,0
144,0,2,392.24,1.78,35,52.18506,5.988863,17.2,,2
145,0,3,395.03,1.79,36,52.185037,5.988871,17.3,,2
146,0,3,397.79,1.8,36,52.185016,5.988878,17.3,,2
147,0,3,400.26,1.83,36,52.184994,5.988886,17.3,,2
148,0,3,403.21,1.88,37,52.184971,5.988896,17.3,,2
149,0,3,406.82,1.97,37,52.184946,5.988907,17.3,,1
150,0,3,409.54,2.13,37,52.184916,5.988919,17.3,,2
151,0,3,412.75,2.26,37,52.18488,5.988934,17.2,,2
152,0,3,420.43,2.45,38,52.184843,5.988949,17.2,,3
153,0,3,423.9,2.77,38,52.184811,5.988963,17.2,,2
154,0,3,427.01,2.92,39,52.184782,5.988975,17.2,,0
155,0,3,432.32,2.96,39,52.184756,5.988988,17.2,,2
156,0,3,435.35,3.03,39,52.184732,5.988999,17.1,,1
157,0,3,438.21,3.04,40,52.184707,5.98901,17.1,,1
158,0,3,442.53,3.04,40,52.184681,5.989021,17.1,,2
159,0,3,445.26,3.04,40,52.184654,5.989031,17.1,,2
160,0,3,447.99,3.04,40,52.184626,5.989042,17.1,,2
161,0,3,450.98,3.04,41,52.184598,5.989052,17.1,,2
162,0,3,453.97,3.04,41,52.184568,5.989063,17.1,,1
163,0,3,453.97,3.04,41,52.184538,5.989073,17.1,,2
164,0,3,453.97,3.04,41,52.184508,5.989084,17.0,,2
165,0,3,457.07,3.04,41,52.184478,5.989096,17.0,,1
166,0,3,461.16,3.04,42,52.184448,5.989108,17.0,,2
167,0,3,464.56,3.04,42,52.184418,5.989121,17.0,,2
168,0,3,467.86,3.04,42,52.184389,5.989134,17.0,,2
169,0,3,471.66,3.04,43,52.18436,5.989147,17.0,,1
170,0,3,475.0,3.04,43,52.184331,5.989161,17.0,,2
171,0,3,478.14,3.04,43,52.184303,5.989176,17.0,,1
172,0,3,481.67,3.04,44,52.184274,5.98919,17.0,,3
173,0,3,484.33,3.04,44,52.184246,5.989205,17.0,,2
174,0,3,487.31,3.04,44,52.184218,5.98922,17.0,,2
175,0,3,490.7,3.04,44,52.18419,5.989234,17.0,,2
176,0,3,493.81,3.04,45,52.184162,5.989249,17.0,,2
177,0,3,497.01,3.04,45,52.184134,5.989263,17.0,,2
178,0,3,500.78,3.04,45,52.184107,5.989277,17.0,,1
179,0,3,504.09,3.04,46,52.184079,5.989291,17.0,,2
180,0,3,507.42,3.04,46,52.184051,5.989305,17.0,,1
181,0,3,510.72,3.04,46,52.184024,5.989318,17.0,,4
182,0,3,513.74,3.04,46,52.183996,5.989332,17.0,,1
183,0,3,516.93,3.04,47,52.183969,5.989345,17.1,,2
184,0,3,520.63,3.04,47,52.183941,5.989357,17.1,,1
185,0,3,523.7,3.04,47,52.183914,5.98937,17.1,,4
186,0,3,526.83,3.04,48,52.183887,5.989382,17.1,,2
187,0,3,530.19,3.04,48,52.183861,5.989394,17.1,,2
188,0,3,533.23,3.04,48,52.183834,5.989405,17.1,,2
189,0,3,536.5,3.04,49,52.183807,5.989417,17.1,,1
190,0,3,539.85,3.04,49,52.183781,5.989428,17.1,,3
191,0,3,542.88,3.04,49,52.183755,5.98944,17.2,,1
192,0,3,546.18,3.04,49,52.183729,5.989451,17.2,,1
193,0,3,548.73,3.04,50,52.183703,5.989462,17.2,,1
194,0,3,552.0,3.04,50,52.183677,5.989474,17.2,,2
195,0,3,554.79,3.04,50,52.183651,5.989485,17.2,,2
196,0,3,557.35,3.04,50,52.183626,5.989496,17.3,,1
197,0,3,559.85,3.04,51,52.1836,5.989508,17.3,,2
198,0,3,563.54,3.04,51,52.183575,5.98952,17.3,,2
199,0,3,566.79,3.04,51,52.18355,5.989532,17.3,,2
200,0,3,569.88,3.04,52,52.183525,5.989544,17.3,,1
201,0,3,573.49,3.04,52,52.1835,5.989556,17.4,,2
202,0,3,576.28,3.04,52,52.183475,5.989569,17.4,,2
203,0,3,577.75,3.04,52,52.18345,5.989582,17.4,,1
204,0,3,580.41,3.04,53,52.183426,5.989596,17.5,,2
205,0,3,582.65,3.04,53,52.1834,5.98961,17.5,,2
206,0,3,585.17,3.03,53,52.183375,5.989624,17.5,,2
207,0,3,588.37,3.03,53,52.183348,5.989638,17.6,,1
208,0,3,592.34,3.03,54,52.18332,5.989653,17.6,,2
209,0,4,595.63,3.03,54,52.183292,5.989668,17.6,,1
210,0,4,599.24,3.03,54,52.183263,5.989683,17.5,,2
211,0,4,606.32,3.03,55,52.183233,5.989697,17.5,,2
212,0,4,609.65,3.03,55,52.183203,5.989711,17.5,,2
213,0,4,613.17,3.03,55,52.183173,5.989724,17.5,,2
214,0,4,618.2,3.03,56,52.183143,5.989736,17.5,,2
215,0,4,621.53,3.03,56,52.183113,5.989749,17.4,,0
216,0,4,625.23,3.03,56,52.183083,5.98976,17.4,,3
217,0,4,628.51,3.04,57,52.183052,5.989772,17.4,,2
218,0,4,631.88,3.04,57,52.183022,5.989784,17.4,,2
219,0,4,631.88,3.04,57,52.182991,5.989796,17.3,,2
220,0,4,631.88,3.04,57,52.182961,5.989808,17.3,,1
221,0,4,635.62,3.04,57,52.182931,5.989821,17.3,,2
222,0,4,639.19,3.04,58,52.1829,5.989833,17.3,,1
223,0,4,642.28,3.04,58,52.18287,5.989846,17.3,,2
224,0,4,646.51,3.04,58,52.18284,5.989859,17.2,,2
225,0,4,650.06,3.04,59,52.18281,5.989872,17.2,,1
226,0,4,653.33,3.04,59,52.18278,5.989885,17.2,,2
227,0,4,656.96,3.04,59,52.18275,5.989897,17.2,,2
228,0,4,660.18,3.04,60,52.18272,5.989909,17.2,,2
229,0,4,664.0,3.04,60,52.182691,5.98992,17.1,,1
230,0,4,668.13,3.04,60,52.182661,5.989931,17.1,,0
231,0,4,671.34,3.05,61,52.182632,5.989941,17.1,,2
232,0,4,674.44,3.05,61,52.182603,5.98995,17.1,,1
233,0,4,678.29,3.05,61,52.182575,5.989959,17.0,,2
234,0,4,680.23,3.05,61,52.182547,5.989967,17.0,,2
235,0,4,683.47,3.05,62,52.182518,5.989975,17.0,,0
236,0,4,687.59,3.05,62,52.182491,5.989984,17.0,,3
237,0,4,690.51,3.05,62,52.182463,5.989992,16.9,,2
238,0,4,693.61,3.05,63,52.182436,5.990001,16.9,,0
239,0,4,696.36,3.05,63,52.182409,5.99001,16.9,,2
240,0,4,699.15,3.05,63,52.182383,5.99002,16.8,,2
241,0,4,702.26,3.05,63,52.182357,5.990031,16.8,,2
242,0,4,705.97,3.05,64,52.182331,5.990042,16.8,,1
243,0,4,708.64,3.05,64,52.182306,5.990053,16.7,,2
244,0,4,711.99,3.05,64,52.182281,5.990065,16.7,,0
245,0,4,715.5,3.05,65,52.182257,5.990077,16.6,,0
246,0,4,718.3,3.05,65,52.182233,5.990089,16.6,,2
247,0,4,720.97,3.05,65,52.18221,5.990101,16.6,,2
248,0,4,723.98,3.04,65,52.182187,5.990114,16.5,,1
249,0,4,726.53,3.04,66,52.182165,5.990126,16.5,,2
250,0,4,729.43,3.04,66,52.182143,5.990139,16.5,,1
251,0,4,733.3,3.04,66,52.18212,5.990151,16.4,,2
252,0,4,736.31,3.04,66,52.182096,5.990165,16.4,,2
253,0,4,739.44,3.04,67,52.182071,5.990179,16.4,,0
254,0,4,740.44,3.04,67,52.182044,5.990194,16.3,,1
255,0,4,743.27,3.04,67,52.182016,5.990209,16.3,,2
256,0,4,746.07,3.04,67,52.181987,5.990224,16.3,,1
257,0,4,749.98,3.03,68,52.181959,5.990239,16.3,,2
258,0,4,752.67,3.04,68,52.181931,5.990253,16.2,,2
259,0,4,755.66,3.03,68,52.181905,5.990266,16.2,,0
260,0,4,759.16,3.03,69,52.181879,5.990278,16.2,,3
261,0,4,762.23,3.03,69,52.181855,5.99029,16.1,,2
262,0,4,765.21,3.03,69,52.181831,5.990301,16.1,,1
263,0,4,767.92,3.03,69,52.181809,5.990311,16.1,,2
264,0,4,770.16,3.03,70,52.181787,5.990321,16.1,,1
265,0,4,772.42,3.03,70,52.181766,5.990331,16.1,,2
266,0,4,774.62,3.03,70,52.181746,5.99034,16.1,,2
267,0,4,777.01,3.02,70,52.181727,5.990349,16.0,,2
268,0,4,779.18,3.01,70,52.181708,5.990358,16.0,,2
269,0,4,783.48,3.01,71,52.18169,5.990367,16.0,,2
270,0,4,785.58,3.0,71,52.181673,5.990375,16.0,,1
271,0,4,787.65,2.98,71,52.181657,5.990384,16.0,,2
272,0,4,789.91,2.93,71,52.181641,5.990392,16.1,,0
273,0,4,791.65,2.85,72,52.181626,5.9904,16.1,,0
274,0,4,793.87,2.7,72,52.181612,5.990407,16.1,,0
275,0,5,802.22,2.47,72,52.181599,5.990415,16.2,,0
276,0,5,803.88,2.21,72,52.181586,5.990422,16.2,,0
277,0,5,805.55,1.96,73,52.181574,5.990429,16.2,,0
278,0,5,805.9,1.84,73,52.181563,5.990435,16.2,,0
279,0,5,805.9,1.7,73,52.181554,5.990441,16.3,,0
280,0,5,805.9,1.56,73,52.181545,5.990446,16.3,,0
281,0,5,805.9,1.48,73,52.181538,5.99045,16.3,,0
282,0,5,805.9,1.48,73,52.181532,5.990453,16.3,,0
283,0,5,805.9,1.48,73,52.181525,5.990457,16.3,,0
284,0,5,805.9,1.48,73,52.181518,5.990461,16.4,,0
285,0,5,805.9,1.47,73,52.18151,5.990466,16.4,,0
286,0,5,806.61,1.47,73,52.1815,5.990472,16.4,,0
287,0,5,808.17,1.47,73,52.181488,5.99048,16.4,,0
288,0,5,809.88,1.47,73,52.181476,5.990489,16.5,,0
289,0,5,811.67,1.47,73,52.181462,5.990498,16.5,,0
290,0,5,812.17,1.47,73,52.181447,5.990509,16.5,,0
291,0,5,814.32,1.47,74,52.181431,5.990522,16.6,,0
292,0,5,816.42,1.47,74,52.181414,5.990535,16.6,,0
293,0,5,818.13,1.47,74,52.181397,5.990549,16.6,,0
294,0,5,820.63,1.47,74,52.181378,5.990565,16.7,,0
295,0,5,824.08,1.48,74,52.181359,5.990581,16.7,,0
296,0,5,826.33,1.48,75,52.18134,5.990599,16.8,,0
297,0,5,829.14,1.48,75,52.18132,5.990617,16.8,,0
298,0,5,832.16,1.48,75,52.181299,5.990637,16.9,,0
299,0,5,834.27,1.48,75,52.181278,5.990657,16.9,,0
300,0,5,835.99,1.48,75,52.181256,5.990677,17.0,,0
301,0,5,839.21,1.49,76,52.181234,5.990699,17.0,,0
302,0,5,841.61,1.51,76,52.181212,5.99072,17.1,,0
303,0,5,844.87,1.53,76,52.18119,5.990743,17.1,,0
304,0,5,848.08,1.61,77,52.181167,5.990765,17.2,,0
305,0,5,848.8,1.73,77,52.181145,5.990788,17.3,,0
306,0,5,851.66,1.88,77,52.181122,5.990811,17.3,,0
307,0,5,854.89,2.08,77,52.181099,5.990835,17.4,,0
308,0,5,857.77,2.35,77,52.181076,5.990858,17.4,,0
309,0,5,861.59,2.47,78,52.181053,5.990882,17.5,,7
310,0,5,862.9,2.77,78,52.18103,5.990905,17.6,,2
311,0,5,865.83,2.91,78,52.181007,5.990928,17.7,,1
312,0,5,869.65,2.88,78,52.180983,5.990951,17.8,,1
313,0,5,872.71,3.02,79,52.180959,5.990974,17.8,,2
314,0,5,875.37,3.01,79,52.180936,5.990997,17.9,,1
315,0,5,878.19,2.94,79,52.180912,5.991019,18.0,,2
316,0,5,881.06,3.02,80,52.180888,5.991042,18.1,,1
317,0,5,883.73,3.02,80,52.180864,5.991064,18.2,,1
318,0,5,892.45,3.02,80,52.180841,5.991087,18.3,,2
319,0,5,895.95,3.02,81,52.180817,5.991109,18.4,,2
320,0,5,898.68,3.02,81,52.180794,5.991132,18.4,,0
321,0,5,902.34,3.02,81,52.180771,5.991155,18.5,,0
322,0,5,905.81,3.02,82,52.180748,5.991179,18.5,,1
323,0,5,908.63,3.02,82,52.180725,5.991202,18.6,,2
324,0,5,912.25,3.02,82,52.180703,5.991226,18.6,,3
325,0,5,915.66,3.02,82,52.180681,5.99125,18.7,,1
326,0,5,915.66,3.02,83,52.180658,5.991275,18.7,,1
327,0,5,915.66,3.02,83,52.180636,5.9913,18.8,,3
328,0,5,918.67,3.02,83,52.180614,5.991324,18.8,,1
329,0,5,921.42,3.02,83,52.180591,5.991349,18.8,,2
330,0,5,925.07,3.02,83,52.180568,5.991375,18.9,,2
331,0,5,926.58,3.02,84,52.180545,5.9914,18.9,,1
332,0,5,929.79,3.02,84,52.180521,5.991425,18.9,,1
333,0,5,933.74,3.02,84,52.180497,5.991451,19.0,,1
334,0,5,937.1,3.02,84,52.180473,5.991476,19.0,,2
335,0,5,940.08,3.02,85,52.180447,5.991501,19.0,,2
336,0,5,941.78,3.02,85,52.180421,5.991526,19.0,,0
337,0,5,945.59,3.02,85,52.180395,5.991551,19.0,,2
338,0,5,948.83,3.02,85,52.18037,5.991575,19.0,,2
339,0,5,956.56,3.02,86,52.180346,5.9916,19.0,,2
340,0,5,959.84,3.02,86,52.180326,5.991626,19.0,,2
341,0,5,961.7,3.02,87,52.180309,5.991652,19.0,,2
342,0,5,966.72,3.02,87,52.180294,5.991679,19.0,,1
343,0,5,969.11,3.02,87,52.18028,5.991705,19.0,,2
344,0,5,971.44,3.02,87,52.180266,5.991732,18.9,,1
345,0,5,973.4,3.02,88,52.18025,5.991757,18.9,,2
346,0,5,976.23,3.02,88,52.180231,5.991782,18.9,,2
347,0,5,979.71,3.02,88,52.18021,5.991806,18.8,,2
348,0,5,979.75,3.02,88,52.180189,5.99183,18.8,,1
349,0,5,982.54,3.01,88,52.180168,5.991854,18.8,,2
350,0,5,985.08,3.01,89,52.180148,5.991878,18.7,,2
351,0,5,987.82,3.01,89,52.18013,5.991903,18.7,,1
352,0,5,988.65,3.0,89,52.180111,5.991928,18.7,,3
353,0,5,991.16,2.99,89,52.180093,5.991952,18.7,,1
354,0,5,994.42,2.95,90,52.180075,5.991975,18.6,,2
355,0,6,1000.28,2.97,90,52.180056,5.991997,18.6,,1
356,0,6,1002.56,2.93,90,52.180036,5.992018,18.6,,1
357,0,6,1005.59,2.84,91,52.180016,5.992038,18.6,,3
358,0,6,1008.44,2.87,91,52.179995,5.992059,18.5,,1
359,0,6,1010.86,2.87,91,52.179975,5.992079,18.5,,1
360,0,6,1010.86,2.87,91,52.179956,5.9921,18.5,,2
361,0,6,1010.86,2.87,91,52.179936,5.992121,18.5,,1
362,0,6,1013.17,2.87,91,52.179916,5.992142,18.5,,1
363,0,6,1015.94,2.87,92,52.179896,5.992163,18.5,,1
364,0,6,1018.98,2.87,92,52.179876,5.992184,18.5,,2
365,0,6,1023.08,2.87,92,52.179856,5.992205,18.5,,1
366,0,6,1026.25,2.87,93,52.179835,5.992226,18.5,,1
367,0,6,1029.48,2.87,93,52.179813,5.992247,18.5,,1
368,0,6,1032.36,2.87,93,52.179791,5.992268,18.5,,3
369,0,6,1035.61,2.87,93,52.179769,5.992289,18.5,,2
370,0,6,1035.99,2.87,94,52.179745,5.99231,18.5,,1
371,0,6,1038.89,2.87,94,52.179722,5.992332,18.5,,1
372,0,6,1042.22,2.87,94,52.179697,5.992354,18.5,,2
373,0,6,1045.49,2.87,94,52.179673,5.992376,18.5,,2
374,0,6,1048.42,2.87,95,52.179648,5.992398,18.5,,2
375,0,6,1050.44,2.87,95,52.179623,5.992421,18.5,,2
376,0,6,1053.91,2.87,95,52.179598,5.992444,18.5,,1
377,0,6,1056.9,2.87,95,52.179572,5.992468,18.5,,1
378,0,6,1060.35,2.87,96,52.179547,5.992493,18.5,,3
379,0,6,1063.66,2.87,96,52.179521,5.992518,18.6,,1
380,0,6,1066.14,2.87,96,52.179496,5.992543,18.6,,2
381,0,6,1069.9,2.87,97,52.17947,5.992569,18.6,,2
382,0,6,1073.23,2.87,97,52.179445,5.992596,18.6,,2
383,0,6,1076.23,2.87,97,52.179419,5.992622,18.6,,1
384,0,6,1080.48,2.87,98,52.179394,5.992649,18.5,,0
385,0,6,1082.35,2.87,98,52.179369,5.992675,18.5,,2
386,0,6,1085.51,2.87,98,52.179344,5.992702,18.5,,0
387,0,6,1089.6,2.87,98,52.17932,5.992729,18.5,,2
388,0,6,1098.08,2.87,99,52.179295,5.992755,18.5,,3
389,0,6,1101.22,2.87,99,52.179271,5.992781,18.5,,0
390,0,6,1105.09,2.88,100,52.179247,5.992808,18.5,,3
391,0,6,1109.31,2.88,100,52.179223,5.992834,18.5,,1
392,0,6,1112.57,2.88,100,52.179199,5.992859,18.5,,0
393,0,6,1115.95,2.88,100,52.179175,5.992885,18.5,,2
394,0,6,1119.1,2.89,101,52.179152,5.99291,18.5,,1
395,0,6,1122.37,2.88,101,52.179127,5.992935,18.3,,2
396,0,6,1126.05,2.88,101,52.179103,5.992959,18.2,,2
397,0,6,1128.97,2.89,102,52.179079,5.992984,18.1,,2
398,0,6,1132.45,2.89,102,52.179055,5.993008,18.0,,2
399,0,6,1132.45,2.89,102,52.17903,5.993032,17.9,,1
400,0,6,1132.45,2.89,102,52.179006,5.993056,17.8,,2
401,0,6,1136.46,2.89,102,52.178982,5.993079,17.7,,2
402,0,6,1139.49,2.89,103,52.178957,5.993103,17.6,,2
403,0,6,1142.61,2.89,103,52.178933,5.993127,17.5,,1
404,0,6,1143.7,2.89,103,52.178909,5.993151,17.5,,2
405,0,6,1146.68,2.89,103,52.178885,5.993174,17.4,,2
406,0,6,1149.78,2.89,104,52.178861,5.993198,17.3,,2
407,0,6,1158.72,2.89,104,52.178837,5.993222,17.2,,1
408,0,6,1161.85,2.89,104,52.178813,5.993246,17.2,,2
409,0,6,1165.16,2.89,105,52.178788,5.99327,17.1,,0
410,0,6,1169.44,2.89,105,52.178764,5.993295,17.0,,2
411,0,6,1172.31,2.9,105,52.178739,5.993319,17.0,,1
412,0,6,1175.73,2.9,106,52.178714,5.993343,16.9,,2
413,0,6,1179.33,2.9,106,52.178688,5.993367,16.8,,2
414,0,6,1182.08,2.91,106,52.178662,5.993392,16.6,,2
415,0,6,1185.81,2.91,107,52.178635,5.993416,16.5,,2
416,0,6,1188.9,2.91,107,52.178608,5.99344,16.4,,1
417,0,6,1192.06,2.91,107,52.178581,5.993463,16.3,,2
418,0,7,1196.23,2.92,107,52.178553,5.993486,16.2,,1
419,0,7,1198.55,2.95,108,52.178526,5.993509,16.0,,2
420,0,7,1201.67,2.97,108,52.178498,5.993531,15.9,,1
