time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
2411,0,33,6484.82,0.21,584,52.145518,6.040769,16.1,,8
2412,0,33,6485.64,0.21,584,52.145524,6.040771,16.1,,2
2413,0,33,6486.23,0.21,584,52.145527,6.040772,16.1,,1
2414,0,33,6486.68,0.21,584,52.145529,6.040772,16.1,,0
2415,0,33,6486.96,0.21,584,52.14553,6.040773,16.1,,0
2416,0,33,6487.14,0.21,584,52.14553,6.040773,16.1,,0
2417,0,33,6487.2,0.21,584,52.14553,6.040773,16.1,,0
2418,0,33,6487.2,0.21,584,52.14553,6.040773,16.1,,0
2419,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2420,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2421,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2422,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2423,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2424,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2425,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2426,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2427,0,33,6487.2,0.0,584,52.14553,6.040774,16.1,,0
2428,0,33,6487.2,0.0,584,52.14553,6.040774,16.1,,0
2429,0,33,6487.2,0.0,584,52.14553,6.040774,16.1,,0
2430,0,33,6487.2,0.0,584,52.14553,6.040774,16.1,,0
2431,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2432,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2433,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2434,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2435,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2436,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2437,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2438,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2439,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2440,0,33,6487.2,0.0,584,52.14553,6.040773,16.1,,0
2441,0,33,6487.2,0.0,585,52.14553,6.040773,16.1,,0
2442,0,33,6487.2,0.0,585,52.14553,6.040773,16.1,,0
2443,0,33,6487.2,0.0,585,52.14553,6.040773,16.1,,0
2444,0,33,6487.2,0.0,585,52.14553,6.040773,16.1,,0
2445,0,33,6487.2,0.0,585,52.14553,6.040773,16.1,,0
2446,0,33,6487.2,0.0,585,52.14553,6.040773,16.1,,0
2447,0,33,6487.2,0.0,585,52.14553,6.040773,16.1,,0
2448,0,33,6487.2,0.0,585,52.14553,6.040773,16.1,,0
2449,0,33,6487.2,0.0,585,52.14553,6.040773,16.1,,0
2450,0,33,6487.2,0.0,585,52.14553,6.040773,16.1,,0
2451,0,33,6487.2,0.0,585,52.14553,6.040773,16.1,,0
2452,0,33,6487.2,0.0,585,52.14553,6.040773,16.1,,0
2453,0,33,6487.2,0.0,585,52.14553,6.040773,16.1,,0
2454,0,33,6487.2,0.0,585,52.14553,6.040774,16.1,,0
2455,0,33,6487.2,0.0,585,52.14553,6.040774,16.1,,0
2456,0,33,6487.2,0.0,585,52.14553,6.040775,16.1,,0
2457,0,33,6487.2,0.0,585,52.14553,6.040776,16.1,,0
2458,0,33,6487.2,0.0,585,52.14553,6.040779,16.1,,0
2459,0,33,6487.2,0.0,585,52.145532,6.040781,16.1,,0
2460,0,33,6488.32,0.0,585,52.145542,6.04078,16.1,,0
2461,0,33,6489.37,0.34,585,52.145555,6.040787,16.1,,0
2462,0,33,6489.37,0.67,585,52.145567,6.040797,16.1,,0
2463,0,33,6489.37,0.8,585,52.145577,6.040803,16.1,,0
2464,0,33,6489.37,0.84,585,52.145586,6.040804,16.1,,0
2465,0,33,6489.37,0.85,585,52.145594,6.040802,16.1,,0
2466,0,33,6489.37,0.84,585,52.145601,6.040798,16.1,,0
2467,0,33,6489.37,0.82,585,52.145608,6.040794,16.1,,0
2468,0,33,6489.37,0.81,585,52.145615,6.040792,16.1,,0
2469,0,33,6490.29,0.79,585,52.145621,6.04079,16.1,,0
2470,0,33,6492.02,0.79,586,52.145627,6.04079,16.1,,0
2471,0,33,6497.66,0.79,586,52.145633,6.040789,16.1,,0
2472,0,33,6499.37,0.79,586,52.145638,6.040788,16.1,,0
2473,0,33,6499.99,0.79,586,52.145644,6.040786,16.1,,0
2474,0,33,6500.75,0.79,586,52.145649,6.040785,16.1,,0
2475,0,33,6501.43,0.79,586,52.145654,6.040783,16.1,,0
2476,0,33,6502.04,0.79,586,52.145659,6.040781,16.1,,0
2477,0,33,6502.68,0.79,586,52.145663,6.040778,16.1,,0
2478,0,33,6503.37,0.79,587,52.145668,6.040776,16.1,,0
2479,0,33,6504.0,0.79,587,52.145672,6.040774,16.1,,0
2480,0,33,6504.79,0.79,587,52.145676,6.040772,16.1,,0
2481,0,33,6504.79,0.79,587,52.14568,6.040771,16.1,,0
2482,0,33,6504.79,0.79,587,52.145683,6.040769,16.1,,0
2483,0,33,6504.79,0.79,587,52.145687,6.040768,16.1,,0
2484,0,33,6504.79,0.79,587,52.14569,6.040767,16.1,,0
2485,0,33,6504.79,0.79,587,52.145693,6.040766,16.1,,0
2486,0,33,6504.79,0.79,587,52.145695,6.040766,16.1,,0
2487,0,33,6504.79,0.79,587,52.145697,6.040765,16.2,,0
2488,0,33,6504.79,0.79,587,52.145699,6.040765,16.2,,0
2489,0,33,6504.79,0.0,587,52.145701,6.040764,16.2,,0
2490,0,33,6504.79,0.0,587,52.145702,6.040764,16.2,,0
2491,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2492,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2493,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2494,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2495,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2496,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2497,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2498,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2499,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2500,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2501,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2502,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2503,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2504,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2505,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2506,0,33,6504.79,0.0,587,52.145703,6.040764,16.2,,0
2507,0,33,6504.79,0.0,587,52.145704,6.040764,16.2,,0
2508,0,33,6504.79,0.0,587,52.145707,6.040762,16.2,,0
2509,0,33,6504.79,0.0,587,52.145712,6.04076,16.2,,0
2510,0,33,6506.01,0.0,588,52.14572,6.040756,16.2,,0
2511,0,33,6507.92,0.27,588,52.14573,6.040751,16.2,,0
2512,0,33,6509.21,0.95,588,52.145741,6.040745,16.2,,0
2513,0,33,6510.95,1.02,588,52.145755,6.040739,16.2,,0
2514,0,33,6510.95,1.23,588,52.145771,6.040731,16.2,,0
2515,0,33,6510.95,1.42,588,52.145789,6.040722,16.3,,0
2516,0,33,6513.7,1.44,588,52.145808,6.040713,16.3,,0
2517,0,33,6516.11,1.88,588,52.145828,6.040703,16.3,,0
2518,0,33,6518.39,2.13,589,52.14585,6.040692,16.3,,0
2519,0,33,6518.39,2.06,589,52.145873,6.040681,16.3,,0
2520,0,33,6518.39,2.06,589,52.145898,6.040669,16.3,,0
2521,0,33,6521.31,2.06,589,52.145923,6.040656,16.3,,7
2522,0,33,6524.92,2.07,589,52.145949,6.040643,16.3,,2
2523,0,33,6527.99,2.07,590,52.145976,6.04063,16.4,,2
2524,0,33,6528.97,2.08,590,52.146004,6.040616,16.4,,2
2525,0,33,6532.42,2.14,590,52.146032,6.040601,16.4,,2
2526,0,33,6535.64,2.21,590,52.146061,6.040586,16.4,,1
2527,0,33,6539.26,2.31,591,52.14609,6.040571,16.4,,2
2528,0,33,6542.22,2.49,591,52.146119,6.040556,16.4,,1
2529,0,33,6543.96,2.59,591,52.146149,6.040541,16.5,,3
2530,0,33,6547.84,2.9,591,52.146179,6.040525,16.5,,2
2531,0,33,6551.36,3.09,592,52.146208,6.040509,16.5,,2
2532,0,33,6555.3,3.16,592,52.146238,6.040493,16.5,,1
2533,0,33,6558.84,3.28,592,52.146268,6.040477,16.6,,2
2534,0,33,6560.18,3.3,592,52.146298,6.040461,16.6,,2
2535,0,33,6563.65,3.37,593,52.146327,6.040445,16.6,,2
2536,0,33,6567.03,3.36,593,52.146357,6.040429,16.6,,0
2537,0,33,6571.08,3.36,593,52.146386,6.040414,16.7,,2
2538,0,33,6574.43,3.36,594,52.146415,6.040398,16.7,,2
2539,0,33,6577.39,3.36,594,52.146444,6.040381,16.8,,2
2540,0,33,6580.72,3.36,594,52.146473,6.040365,16.8,,2
2541,0,33,6584.21,3.36,594,52.146502,6.040348,16.8,,2
2542,0,33,6587.86,3.36,595,52.14653,6.040331,16.9,,2
2543,0,33,6591.25,3.36,595,52.146558,6.040313,16.9,,2
2544,0,33,6594.6,3.36,595,52.146587,6.040295,17.0,,2
2545,0,34,6598.67,3.36,596,52.146615,6.040276,17.0,,2
2546,0,34,6602.36,3.36,596,52.146642,6.040256,17.1,,0
2547,0,34,6605.81,3.36,596,52.14667,6.040237,17.1,,2
2548,0,34,6609.03,3.36,597,52.146697,6.040217,17.2,,2
2549,0,34,6612.28,3.36,597,52.146724,6.040197,17.2,,3
2550,0,34,6615.45,3.36,597,52.14675,6.040177,17.3,,2
2551,0,34,6618.8,3.36,598,52.146776,6.040157,17.3,,2
2552,0,34,6622.46,3.36,598,52.146802,6.040137,17.4,,2
2553,0,34,6625.74,3.36,598,52.146828,6.040116,17.4,,2
2554,0,34,6628.91,3.36,598,52.146854,6.040094,17.5,,2
2555,0,34,6632.28,3.36,599,52.14688,6.040072,17.5,,2
2556,0,34,6636.11,3.36,599,52.146907,6.040048,17.6,,1
2557,0,34,6639.73,3.36,599,52.146933,6.040024,17.6,,3
2558,0,34,6643.15,3.36,600,52.14696,6.04,17.6,,2
2559,0,34,6644.88,3.36,600,52.146986,6.039975,17.6,,2
2560,0,34,6649.06,3.36,600,52.147013,6.03995,17.5,,2
2561,0,34,6653.03,3.36,600,52.14704,6.039925,17.5,,3
2562,0,34,6656.65,3.36,601,52.147067,6.039899,17.4,,1
2563,0,34,6660.02,3.36,601,52.147093,6.039874,17.3,,2
2564,0,34,6661.26,3.36,601,52.14712,6.039849,17.3,,2
2565,0,34,6664.77,3.36,601,52.147146,6.039824,17.2,,2
2566,0,34,6668.6,3.36,602,52.147172,6.039799,17.2,,0
2567,0,34,6672.12,3.36,602,52.147199,6.039775,17.2,,2
2568,0,34,6675.51,3.36,602,52.147225,6.03975,17.1,,1
2569,0,34,6678.04,3.36,603,52.147251,6.039725,17.1,,3
2570,0,34,6681.39,3.36,603,52.147277,6.039701,17.1,,2
2571,0,34,6685.25,3.36,603,52.147303,6.039676,17.1,,1
2572,0,34,6689.07,3.36,604,52.147329,6.039652,17.0,,2
2573,0,34,6692.43,3.36,604,52.147355,6.039628,17.0,,2
2574,0,34,6694.81,3.36,604,52.14738,6.039603,17.0,,1
2575,0,34,6698.25,3.36,604,52.147406,6.039579,17.0,,2
2576,0,34,6702.23,3.36,605,52.147432,6.039555,17.0,,2
2577,0,34,6706.0,3.36,605,52.147457,6.039531,17.0,,2
2578,0,34,6709.28,3.36,605,52.147483,6.039507,17.0,,2
2579,0,34,6711.18,3.36,606,52.147509,6.039483,17.0,,1
2580,0,34,6714.24,3.36,606,52.147534,6.03946,16.9,,3
2581,0,34,6717.62,3.36,606,52.14756,6.039436,16.8,,0
2582,0,34,6721.08,3.36,606,52.147585,6.039412,16.7,,2
2583,0,34,6724.15,3.36,607,52.147611,6.039389,16.6,,1
2584,0,34,6727.93,3.36,607,52.147636,6.039365,16.6,,3
2585,0,34,6730.91,3.36,607,52.147662,6.039341,16.5,,2
2586,0,34,6734.38,3.36,608,52.147687,6.039318,16.4,,0
2587,0,34,6738.01,3.36,608,52.147712,6.039294,16.4,,2
2588,0,34,6741.2,3.36,608,52.147738,6.039271,16.3,,1
2589,0,34,6743.97,3.36,609,52.147764,6.039247,16.3,,1
2590,0,34,6747.47,3.36,609,52.147789,6.039223,16.2,,2
2591,0,34,6750.89,3.36,609,52.147815,6.039199,16.2,,1
2592,0,34,6754.62,3.36,609,52.14784,6.039175,16.2,,2
2593,0,34,6757.92,3.36,610,52.147866,6.039151,16.1,,2
2594,0,34,6760.47,3.36,610,52.147892,6.039127,16.1,,1
2595,0,34,6763.51,3.36,610,52.147918,6.039103,16.1,,2
2596,0,34,6766.78,3.36,611,52.147944,6.039079,16.0,,0
2597,0,34,6770.15,3.36,611,52.14797,6.039054,16.0,,2
2598,0,34,6773.0,3.36,611,52.147996,6.039029,16.0,,2
2599,0,34,6777.58,3.35,612,52.148023,6.039004,16.0,,0
2600,0,34,6780.94,3.36,612,52.148049,6.038979,16.0,,3
2601,0,34,6784.21,3.35,612,52.148075,6.038954,16.0,,1
2602,0,34,6788.52,3.35,612,52.148102,6.038928,16.0,,1
2603,0,34,6791.66,3.35,613,52.148129,6.038903,16.0,,2
2604,0,34,6794.31,3.35,613,52.148155,6.038877,16.0,,2
2605,0,35,6797.84,3.35,613,52.148182,6.038852,16.0,,2
2606,0,35,6801.29,3.35,614,52.148209,6.038827,16.0,,0
2607,0,35,6805.36,3.35,614,52.148235,6.038802,16.0,,3
2608,0,35,6808.68,3.35,614,52.148262,6.038778,16.0,,1
2609,0,35,6811.02,3.35,615,52.148288,6.038754,16.0,,3
2610,0,35,6814.42,3.35,615,52.148315,6.03873,16.1,,1
2611,0,35,6817.76,3.35,615,52.148341,6.038706,16.1,,1
2612,0,35,6821.6,3.35,615,52.148368,6.038682,16.1,,2
2613,0,35,6824.71,3.35,616,52.148394,6.038659,16.1,,3
2614,0,35,6827.93,3.35,616,52.14842,6.038635,16.2,,2
2615,0,35,6831.45,3.35,616,52.148446,6.03861,16.2,,1
2616,0,35,6834.68,3.35,617,52.148473,6.038586,16.2,,2
2617,0,35,6838.69,3.35,617,52.148499,6.038561,16.3,,2
2618,0,35,6842.23,3.35,617,52.148525,6.038535,16.3,,2
2619,0,35,6844.34,3.35,617,52.148551,6.038509,16.3,,3
2620,0,35,6848.27,3.35,618,52.148577,6.038482,16.4,,2
2621,0,35,6851.96,3.35,618,52.148604,6.038455,16.4,,1
2622,0,35,6855.72,3.35,618,52.14863,6.038428,16.4,,1
2623,0,35,6858.82,3.35,619,52.148657,6.0384,16.5,,2
2624,0,35,6861.15,3.35,619,52.148684,6.038373,16.5,,1
2625,0,35,6865.05,3.35,619,52.148711,6.038346,16.5,,3
2626,0,35,6868.54,3.35,620,52.148738,6.038319,16.5,,2
2627,0,35,6872.74,3.35,620,52.148765,6.038292,16.4,,2
2628,0,35,6876.49,3.35,620,52.148793,6.038266,16.3,,2
2629,0,35,6878.44,3.35,620,52.148821,6.03824,16.3,,1
2630,0,35,6882.45,3.35,621,52.148849,6.038214,16.2,,3
2631,0,35,6885.86,3.36,621,52.148876,6.038188,16.1,,1
2632,0,35,6889.93,3.36,621,52.148904,6.038162,16.0,,3
2633,0,35,6893.3,3.36,622,52.148931,6.038135,16.0,,2
2634,0,35,6896.71,3.36,622,52.148958,6.038109,15.9,,2
2635,0,35,6900.46,3.36,622,52.148984,6.038082,15.9,,2
2636,0,35,6903.52,3.36,623,52.149009,6.038055,15.8,,1
2637,0,35,6907.56,3.36,623,52.149034,6.038028,15.7,,1
2638,0,35,6910.9,3.36,623,52.149059,6.038,15.7,,2
2639,0,35,6914.22,3.36,624,52.149084,6.037972,15.6,,2
2640,0,35,6917.84,3.36,624,52.149108,6.037943,15.6,,2
2641,0,35,6920.98,3.36,624,52.149132,6.037915,15.5,,2
2642,0,35,6925.07,3.36,625,52.149156,6.037886,15.5,,2
2643,0,35,6928.71,3.36,625,52.14918,6.037858,15.4,,2
2644,0,35,6930.83,3.36,625,52.149204,6.037829,15.4,,2
2645,0,35,6934.6,3.36,625,52.149229,6.037801,15.4,,1
2646,0,35,6937.54,3.36,626,52.149253,6.037772,15.3,,3
2647,0,35,6941.58,3.36,626,52.149278,6.037744,15.3,,1
2648,0,35,6944.92,3.36,626,52.149304,6.037715,15.3,,2
2649,0,35,6947.33,3.36,626,52.149329,6.037687,15.3,,2
2650,0,35,6950.97,3.36,627,52.149354,6.037658,15.3,,2
2651,0,35,6954.35,3.36,627,52.14938,6.03763,15.3,,2
2652,0,35,6958.58,3.36,627,52.149405,6.037601,15.3,,2
2653,0,35,6961.71,3.36,628,52.149429,6.037572,15.3,,2
2654,0,35,6964.5,3.36,628,52.149454,6.037542,15.3,,2
2655,0,35,6969.06,3.36,628,52.149478,6.037513,15.4,,2
2656,0,35,6972.47,3.36,629,52.149502,6.037483,15.4,,2
2657,0,35,6980.65,3.36,629,52.149525,6.037452,15.5,,2
2658,0,35,6984.21,3.36,630,52.149549,6.037422,15.5,,2
2659,0,35,6987.45,3.36,630,52.149571,6.037392,15.5,,2
2660,0,35,6991.87,3.36,630,52.149594,6.037361,15.6,,1
2661,0,36,6995.15,3.36,631,52.149617,6.03733,15.7,,2
2662,0,36,6999.22,3.36,631,52.149639,6.037299,15.7,,3
2663,0,36,7001.6,3.36,631,52.149661,6.037268,15.8,,0
2664,0,36,7004.73,3.36,631,52.149683,6.037237,15.8,,3
2665,0,36,7008.92,3.36,632,52.149705,6.037206,15.9,,2
2666,0,36,7012.05,3.36,632,52.149727,6.037175,15.9,,2
2667,0,36,7015.62,3.36,632,52.149748,6.037144,16.0,,1
2668,0,36,7015.62,3.36,632,52.14977,6.037114,16.1,,3
2669,0,36,7015.62,3.36,632,52.149792,6.037083,16.1,,2
2670,0,36,7019.81,3.36,633,52.149814,6.037052,16.2,,2
2671,0,36,7023.47,3.36,633,52.149836,6.037022,16.3,,2
2672,0,36,7026.96,3.36,633,52.149858,6.036992,16.3,,2
2673,0,36,7027.14,3.36,633,52.149881,6.036962,16.4,,2
2674,0,36,7030.01,3.36,634,52.149903,6.036933,16.5,,2
2675,0,36,7033.63,3.35,634,52.149927,6.036905,16.6,,2
2676,0,36,7037.12,3.35,634,52.14995,6.036877,16.6,,0
2677,0,36,7040.42,3.35,635,52.149975,6.036851,16.7,,3
2678,0,36,7043.46,3.35,635,52.15,6.036827,16.8,,2
2679,0,36,7046.62,3.35,635,52.150026,6.036804,16.7,,2
2680,0,36,7050.44,3.35,636,52.150052,6.036781,16.6,,2
2681,0,36,7054.03,3.35,636,52.150078,6.036757,16.5,,2
2682,0,36,7057.4,3.35,636,52.150104,6.036733,16.4,,2
2683,0,36,7059.3,3.35,636,52.150129,6.036707,16.3,,2
2684,0,36,7062.54,3.35,637,52.150153,6.03668,16.3,,2
2685,0,36,7066.09,3.35,637,52.150176,6.036651,16.2,,2
2686,0,36,7070.3,3.35,637,52.150199,6.036621,16.1,,2
2687,0,36,7073.64,3.35,638,52.150222,6.036591,16.0,,2
2688,0,36,7075.57,3.35,638,52.150244,6.036559,15.9,,2
2689,0,36,7079.27,3.35,638,52.150266,6.036527,15.9,,2
2690,0,36,7082.73,3.35,638,52.150289,6.036495,15.8,,2
2691,0,36,7090.93,3.35,639,52.150311,6.036462,15.8,,2
2692,0,36,7094.08,3.35,639,52.150333,6.03643,15.7,,1
2693,0,36,7098.56,3.35,640,52.150356,6.036397,15.7,,1
2694,0,36,7102.07,3.35,640,52.150378,6.036364,15.7,,3
2695,0,36,7105.52,3.35,640,52.1504,6.036332,15.7,,2
2696,0,36,7109.48,3.35,641,52.150423,6.036299,15.6,,1
2697,0,36,7112.34,3.35,641,52.150445,6.036267,15.6,,2
2698,0,36,7116.22,3.35,641,52.150468,6.036234,15.6,,3
2699,0,36,7119.97,3.35,641,52.15049,6.036202,15.6,,1
2700,0,36,7123.24,3.35,642,52.150512,6.03617,15.6,,2
2701,0,36,7127.42,3.35,642,52.150535,6.036137,15.7,,0
2702,0,36,7127.42,3.35,642,52.150557,6.036105,15.7,,2
2703,0,36,7127.42,3.35,642,52.150579,6.036073,15.7,,1
2704,0,36,7131.28,3.35,643,52.150601,6.036041,15.7,,3
2705,0,36,7134.72,3.35,643,52.150623,6.036009,15.8,,2
2706,0,36,7138.86,3.35,643,52.150644,6.035977,15.8,,2
2707,0,36,7138.86,3.35,643,52.150666,6.035945,15.9,,2
2708,0,36,7138.86,3.35,643,52.150687,6.035913,15.9,,1
2709,0,36,7142.76,3.35,644,52.150709,6.03588,16.0,,2
2710,0,36,7146.15,3.35,644,52.15073,6.035848,16.1,,2
2711,0,36,7150.25,3.35,644,52.150751,6.035815,16.1,,1
2712,0,36,7154.72,3.35,645,52.150772,6.035782,16.2,,2
2713,0,36,7157.98,3.35,645,52.150792,6.035749,16.2,,1
2714,0,36,7162.05,3.35,645,52.150813,6.035716,16.3,,2
2715,0,36,7165.47,3.35,646,52.150834,6.035683,16.4,,2
2716,0,36,7169.35,3.35,646,52.150854,6.03565,16.4,,2
2717,0,36,7171.16,3.35,646,52.150875,6.035616,16.4,,1
2718,0,36,7174.27,3.35,646,52.150895,6.035583,16.4,,1
2719,0,36,7178.21,3.35,647,52.150916,6.035549,16.5,,2
2720,0,36,7181.33,3.35,647,52.150936,6.035515,16.5,,2
2721,0,36,7184.93,3.35,647,52.150957,6.035481,16.5,,1
2722,0,36,7187.42,3.35,647,52.150978,6.035446,16.5,,2
2723,0,36,7190.89,3.35,648,52.150998,6.035412,16.5,,2
2724,0,36,7194.97,3.35,648,52.151019,6.035377,16.5,,1
2725,0,37,7198.47,3.35,648,52.15104,6.035343,16.5,,2
2726,0,37,7202.19,3.35,649,52.151062,6.035308,16.5,,0
2727,0,37,7203.58,3.35,649,52.151083,6.035272,16.5,,3
2728,0,37,7206.61,3.35,649,52.151104,6.035237,16.5,,2
2729,0,37,7210.48,3.35,649,52.151126,6.035202,16.5,,3
2730,0,37,7213.9,3.35,650,52.151148,6.035166,16.5,,2
2731,0,37,7217.63,3.35,650,52.15117,6.035131,16.5,,1
2732,0,37,7220.22,3.35,650,52.151192,6.035095,16.5,,3
2733,0,37,7223.42,3.35,651,52.151214,6.03506,16.5,,2
2734,0,37,7227.69,3.35,651,52.151236,6.035024,16.5,,2
2735,0,37,7231.56,3.35,651,52.151257,6.034989,16.5,,2
2736,0,37,7235.06,3.35,652,52.151279,6.034954,16.3,,2
2737,0,37,7237.24,3.35,652,52.1513,6.03492,16.2,,1
2738,0,37,7240.51,3.35,652,52.151321,6.034885,16.0,,2
2739,0,37,7244.77,3.35,652,52.151341,6.034851,15.9,,2
2740,0,37,7248.59,3.35,653,52.151362,6.034818,15.8,,2
2741,0,37,7252.03,3.35,653,52.151382,6.034784,15.7,,1
2742,0,37,7254.31,3.35,653,52.151402,6.03475,15.6,,2
2743,0,37,7257.08,3.35,654,52.151423,6.034716,15.4,,2
2744,0,37,7260.85,3.35,654,52.151443,6.034682,15.3,,1
2745,0,37,7264.44,3.35,654,52.151463,6.034648,15.2,,2
2746,0,37,7267.75,3.35,655,52.151484,6.034613,15.1,,1
2747,0,37,7271.15,3.35,655,52.151504,6.034577,15.0,,1
2748,0,37,7274.86,3.35,655,52.151525,6.034541,14.9,,3
2749,0,37,7278.41,3.35,655,52.151547,6.034505,14.8,,1
2750,0,37,7282.25,3.35,656,52.151568,6.034468,14.6,,2
2751,0,37,7285.75,3.35,656,52.15159,6.034431,14.5,,1
2752,0,37,7287.24,3.35,656,52.151612,6.034395,14.4,,0
2753,0,37,7291.14,3.35,656,52.151634,6.034358,14.3,,2
2754,0,37,7294.37,3.35,657,52.151656,6.034322,14.2,,1
2755,0,37,7298.27,3.35,657,52.151678,6.034286,14.1,,2
2756,0,37,7301.47,3.35,657,52.151701,6.03425,14.0,,2
2757,0,37,7303.65,3.35,658,52.151723,6.034213,13.9,,2
2758,0,37,7307.4,3.35,658,52.151745,6.034175,13.8,,2
2759,0,37,7310.56,3.35,658,52.151766,6.034136,13.7,,2
2760,0,37,7314.79,3.34,659,52.151781,6.034107,13.7,,1
2761,0,37,7318.55,3.35,659,52.151786,6.034097,13.6,,2
2762,0,37,7318.95,3.33,659,52.151788,6.034095,13.6,,1
2763,0,37,7320.19,3.29,659,52.15179,6.034088,13.6,,2
2764,0,37,7321.3,3.24,659,52.151797,6.034073,13.6,,2
2765,0,37,7327.24,3.19,660,52.151808,6.034051,13.5,,2
2766,0,37,7329.11,3.14,660,52.151823,6.034023,13.5,,2
2767,0,37,7331.68,3.09,660,52.151841,6.03399,13.4,,2
2768,0,37,7336.01,3.06,660,52.151862,6.033953,13.3,,1
2769,0,37,7336.01,3.07,660,52.151884,6.033915,13.3,,2
2770,0,37,7336.01,3.06,660,52.151907,6.033876,13.2,,3
2771,0,37,7339.76,3.06,661,52.151931,6.033836,13.1,,1
2772,0,37,7347.1,3.07,661,52.151954,6.033796,13.0,,1
2773,0,37,7351.38,3.08,662,52.151978,6.033755,12.9,,3
2774,0,37,7354.46,3.1,662,52.152002,6.033713,12.9,,2
2775,0,37,7357.97,3.11,662,52.152025,6.033672,12.8,,1
2776,0,37,7361.78,3.13,663,52.152049,6.03363,12.7,,3
2777,0,37,7361.78,3.15,663,52.152071,6.033588,12.7,,1
2778,0,37,7361.78,3.17,663,52.152093,6.033546,12.6,,3
2779,0,37,7365.31,3.19,663,52.152115,6.033505,12.6,,2
2780,0,37,7368.6,3.21,663,52.152135,6.033464,12.5,,2
2781,0,37,7378.45,3.23,664,52.152154,6.033424,12.5,,1
2782,0,37,7381.35,3.29,664,52.152172,6.033385,12.4,,3
2783,0,37,7384.9,3.28,665,52.152188,6.033346,12.4,,2
2784,0,37,7388.32,3.29,665,52.152204,6.033309,12.4,,2
2785,0,37,7391.32,3.29,665,52.152219,6.033271,12.5,,2
2786,0,37,7393.8,3.28,665,52.152235,6.033233,12.5,,2
2787,0,38,7396.65,3.27,666,52.152253,6.033195,12.6,,2
2788,0,38,7399.89,3.25,666,52.152272,6.033155,12.6,,0
2789,0,38,7403.56,3.24,666,52.152292,6.033115,12.7,,2
2790,0,38,7406.63,3.26,667,52.152313,6.033074,12.8,,1
2791,0,38,7409.81,3.21,667,52.152333,6.033033,12.8,,2
2792,0,38,7413.62,3.28,667,52.152351,6.032992,12.9,,1
2793,0,38,7416.79,3.32,667,52.152367,6.032952,13.0,,2
2794,0,38,7420.16,3.29,668,52.152381,6.032913,13.1,,2
2795,0,38,7423.0,3.27,668,52.152393,6.032875,13.2,,2
2796,0,38,7426.3,3.23,668,52.152405,6.03284,13.2,,1
2797,0,38,7428.83,3.15,669,52.152415,6.032806,13.3,,0
2798,0,38,7431.48,3.08,669,52.152424,6.032776,13.4,,0
2799,0,38,7440.13,3.02,669,52.152434,6.032747,13.4,,0
2800,0,38,7442.37,2.93,670,52.152444,6.032719,13.5,,0
2801,0,38,7445.41,2.81,670,52.152454,6.032689,13.6,,0
2802,0,38,7447.78,2.81,670,52.152466,6.032659,13.6,,0
2803,0,38,7450.4,2.78,670,52.152479,6.032626,13.7,,0
2804,0,38,7450.4,2.76,670,52.152492,6.032591,13.8,,0
2805,0,38,7450.4,2.75,670,52.152507,6.032556,13.9,,0
2806,0,38,7453.61,2.74,671,52.152522,6.032519,14.0,,0
2807,0,38,7461.58,2.74,671,52.152538,6.032481,14.0,,0
2808,0,38,7464.77,2.75,672,52.152554,6.032443,14.1,,0
